method,episode,task,aligned_targets,mse,mae,arm_mse,gripper_mse,gripper_sign_accuracy
clip,370,0,15150,0.27516394179305753,0.2582855171580099,0.07309191185154348,1.4875961214421416,0.5664686468646865
clip,372,5,11150,0.20014425494889862,0.22525134455525836,0.056332033148874916,1.0630175857490407,0.6560538116591929
clip,373,8,12550,0.21434372917247746,0.23086666760687302,0.0596284433674243,1.1426354440027962,0.6313147410358566
clip,378,7,11250,0.11624247001857221,0.15590471674264705,0.035549189161140846,0.6004021551631603,0.8120888888888889
clip,395,2,8950,0.16508511560405065,0.19190489149476916,0.046297756664454036,0.8778092692416302,0.724804469273743
clip,418,4,10150,0.20414025788479392,0.22223754066045223,0.06032916401554165,1.0670068211003076,0.6617733990147783
clip,419,3,12750,0.1782292416680007,0.20287159860810833,0.05436966863103908,0.9213866798897704,0.715843137254902
clip,446,8,7050,0.18516096672046517,0.23006464218131523,0.06243317353943505,0.9215277258066457,0.6862411347517731
clip,452,9,10350,0.15048883194558915,0.18080904482212512,0.04456494407797488,0.7860321591512748,0.7523671497584541
support_quantile_clip,64,3,7950,0.20381326565283975,0.22301498460214897,0.07508089332710943,0.9762074996072212,0.6711949685534592
support_quantile_clip,71,9,11350,0.14821772758721405,0.16930329992056514,0.04323332396220895,0.7781241493372445,0.760352422907489
support_quantile_clip,73,0,7850,0.2080487432115673,0.21694748129840777,0.05055101596136478,1.1530351067127826,0.6351592356687898
support_quantile_clip,77,7,12750,0.181003482777729,0.2143047964170077,0.0615736195921687,0.8975826618910907,0.7170196078431372
support_quantile_clip,80,4,9350,0.21663018853659147,0.23321877700959157,0.06269890115817488,1.140217912807091,0.6216042780748663
support_quantile_clip,97,8,9050,0.13930702681587714,0.1774205171975532,0.04230793331974048,0.7213015877926974,0.7607734806629834
support_quantile_clip,99,6,8350,0.13636508793288005,0.18228597366795285,0.048102175923504,0.6659425599891361,0.7645508982035928
support_quantile_clip,105,5,8850,0.1445388864969266,0.1947261667728702,0.047253715249240776,0.7282499139830413,0.7493785310734463
support_quantile_clip,108,1,11050,0.1892290833046951,0.2055021638657337,0.051078012356933586,1.018135508991264,0.6782805429864254
support_quantile_clip,112,2,11350,0.22288106937947938,0.23565189367012795,0.06933020079346827,1.1441862808955463,0.6588546255506608
support_quantile_clip,154,7,9950,0.13737796973757488,0.17103847913115605,0.04366681699339266,0.6996448862026683,0.7683417085427136
support_quantile_clip,165,9,10050,0.16311619220765627,0.18674428739686255,0.04912090363092239,0.8470879236680596,0.7400995024875622
support_quantile_clip,166,3,7950,0.21364640418564634,0.22490363645200284,0.06496829365129132,1.1057150673917764,0.6415094339622641
support_quantile_clip,180,6,8950,0.1523069339881301,0.19061819323800328,0.04769806290082528,0.7799601605119592,0.7540782122905028
support_quantile_clip,186,5,9150,0.1450389087632077,0.18404818291288683,0.04468842697706001,0.747141799480094,0.747103825136612
support_quantile_clip,188,1,10750,0.16742109895807952,0.18964570923024351,0.04302168312348675,0.9138175939656361,0.6914418604651162
support_quantile_clip,204,4,12650,0.1795104503366329,0.20893574836093132,0.05841376970404057,0.906090534132187,0.7079841897233201
support_quantile_clip,208,2,8350,0.1702587449371163,0.20133167986875564,0.05492665729918698,0.8622512707646925,0.7408383233532934
support_quantile_clip,239,0,7650,0.16992735289841493,0.2120002330068695,0.06570625165381057,0.7952539603660413,0.7482352941176471
support_quantile_clip,261,9,11850,0.16201887812292684,0.17835942470544086,0.04700980286964256,0.8520733296426325,0.7347679324894515
support_quantile_clip,263,8,8350,0.17321799212455555,0.2150677880885058,0.05685645923240493,0.871387189477459,0.717125748502994
support_quantile_clip,264,6,16650,0.25452677934003526,0.25234252979220545,0.0716006237368328,1.3520837129592496,0.5917717717717718
support_quantile_clip,272,2,7050,0.17186846020285323,0.1904230345730418,0.04103436980028579,0.9568730026182578,0.7058156028368794
support_quantile_clip,275,1,10050,0.19302685472724734,0.21026256325773915,0.05858672141855794,0.999667654579384,0.6764179104477612
support_quantile_clip,278,5,8150,0.12210205005113928,0.1665637513099446,0.03876311858186521,0.6221356388667837,0.7737423312883436
support_quantile_clip,281,7,10350,0.10580535100855883,0.15289451748795607,0.046284628461788956,0.4629296862891779,0.847536231884058
support_quantile_clip,282,3,8650,0.16714778501032454,0.1915065692258627,0.04363985045152589,0.9081953923631164,0.7098265895953757
support_quantile_clip,315,0,7050,0.13562152978468137,0.17954828283274424,0.05151534718182259,0.6402586254018342,0.780709219858156
support_quantile_clip,336,4,13950,0.22941038993478924,0.23750985613457287,0.06499011029355523,1.2159320677821932,0.62
support_quantile_clip,349,1,9250,0.18958451630966094,0.20526287524987005,0.06159985821519041,0.9574924648764843,0.684972972972973
support_quantile_clip,361,9,9950,0.17764521579929438,0.1970764407762288,0.0502639653998274,0.9419327181960965,0.7184924623115578
support_quantile_clip,363,6,7350,0.14497790425774956,0.1875463243997502,0.04569847941536412,0.7406544533120623,0.7466666666666667
support_quantile_clip,370,0,15150,0.2751634550704531,0.2582849064102072,0.07309134400850499,1.4875961214421416,0.5664686468646865
support_quantile_clip,372,5,11150,0.20014425494889862,0.22525134455525836,0.056332033148874916,1.0630175857490407,0.6560538116591929
support_quantile_clip,373,8,12550,0.21434011733849814,0.230862443766635,0.05962422956111516,1.1426354440027962,0.6313147410358566
support_quantile_clip,378,7,11250,0.11624247001857221,0.15590471674264705,0.035549189161140846,0.6004021551631603,0.8120888888888889
support_quantile_clip,395,2,8950,0.16508511560405065,0.19190489149476916,0.046297756664454036,0.8778092692416302,0.724804469273743
support_quantile_clip,418,4,10150,0.20414025788479392,0.22223754066045223,0.06032916401554165,1.0670068211003076,0.6617733990147783
support_quantile_clip,419,3,12750,0.1782292416680007,0.20287159860810833,0.05436966863103908,0.9213866798897704,0.715843137254902
support_quantile_clip,446,8,7050,0.18515251930975535,0.23005398619577963,0.06242331822694022,0.9215277258066457,0.6862411347517731
support_quantile_clip,452,9,10350,0.15048866876848865,0.1808034048743234,0.04456475370469094,0.7860321591512748,0.7523671497584541
previous_blend_0.25,64,3,7950,0.20462401799023025,0.22358772378727637,0.0743327416631411,0.9863716759527651,0.669308176100629
previous_blend_0.25,71,9,11350,0.14554563590695524,0.1687867769380129,0.04210984757423914,0.7661603659032518,0.7645814977973568
previous_blend_0.25,73,0,7850,0.20899275560949784,0.21784015067390736,0.050101632326860435,1.162339495305322,0.6337579617834395
previous_blend_0.25,77,7,12750,0.17921925895189939,0.21427198660151178,0.0608390481424148,0.8895005238088068,0.7189019607843137
previous_blend_0.25,80,4,9350,0.2165995002958021,0.23340363578677928,0.06286697260697278,1.1389946664287778,0.6227807486631016
previous_blend_0.25,97,8,9050,0.13765198551258379,0.17776235574745497,0.04177853548556985,0.7128926856746673,0.7628729281767955
previous_blend_0.25,99,6,8350,0.1357658862111256,0.18310157516468276,0.04841381127461928,0.6598783358301635,0.7655089820359281
previous_blend_0.25,105,5,8850,0.1432172433804212,0.19375169439780568,0.04640261135280943,0.7241050355460915,0.7499435028248588
previous_blend_0.25,108,1,11050,0.18956321358838563,0.20665701529792832,0.05119381285535063,1.0197796179865954,0.6768325791855203
previous_blend_0.25,112,2,11350,0.22425743909149282,0.23640463835734737,0.06874621366627624,1.1573247916427924,0.658237885462555
previous_blend_0.25,154,7,9950,0.13602931105212593,0.1718882926389326,0.04299129996026283,0.6942573776033045,0.771859296482412
previous_blend_0.25,165,9,10050,0.16179809198860975,0.18667881123057797,0.0485032521642766,0.8415671309346083,0.7443781094527363
previous_blend_0.25,166,3,7950,0.2148319793773122,0.22568119615318796,0.06436451452570721,1.1176367684869422,0.6384905660377358
previous_blend_0.25,180,6,8950,0.15077674948529307,0.189844498709482,0.046615203831431765,0.7757460234084608,0.7535195530726257
previous_blend_0.25,186,5,9150,0.14341709536484268,0.18341766180459318,0.043831889749427234,0.7409283290573352,0.7492896174863388
previous_blend_0.25,188,1,10750,0.16733448341329552,0.19009076644091494,0.042678548697413964,0.9152700917085845,0.689953488372093
previous_blend_0.25,204,4,12650,0.1802195561333917,0.21010486148048538,0.05881423981483476,0.9086514540447334,0.7065612648221344
previous_blend_0.25,208,2,8350,0.17070283803427397,0.20237323813923408,0.05413000553964735,0.8701398330020337,0.7388023952095808
previous_blend_0.25,239,0,7650,0.17013406034407855,0.21297291795964124,0.06598077217422736,0.7950537893631856,0.7503267973856209
previous_blend_0.25,261,9,11850,0.15799273426114593,0.1770656799396706,0.045461200336456085,0.8331819378092848,0.7416033755274262
previous_blend_0.25,263,8,8350,0.16976798819148028,0.21445396654289967,0.057088993655331426,0.8458419554083731,0.7246706586826347
previous_blend_0.25,264,6,16650,0.25301043700487497,0.2517784671870357,0.07126819340890174,1.3434638985807144,0.5978378378378378
previous_blend_0.25,272,2,7050,0.1711070338536621,0.1905056932892263,0.04009650987471163,0.9571701777273649,0.7065248226950355
previous_blend_0.25,275,1,10050,0.19262991083145573,0.21094474524132478,0.0582726035897435,0.9987737542817289,0.6762189054726369
previous_blend_0.25,278,5,8150,0.12246984176169323,0.1681673711897292,0.039414405624992786,0.6208024585818959,0.7733742331288344
previous_blend_0.25,281,7,10350,0.10444744572593298,0.15424269852929223,0.04551126028060027,0.4580645583979292,0.8484057971014493
previous_blend_0.25,282,3,8650,0.16749638684437806,0.19197674352740324,0.04318798946924466,0.9133467710951785,0.7057803468208093
previous_blend_0.25,315,0,7050,0.13731587300979936,0.1814349542059403,0.052340569225941526,0.6471676957129463,0.7798581560283688
previous_blend_0.25,336,4,13950,0.22655077413106578,0.23595481369200247,0.06418469493834515,1.2007472492873894,0.6264516129032258
previous_blend_0.25,349,1,9250,0.1879192426776636,0.20513879653853953,0.06099132505945114,0.9494867483869383,0.6856216216216217
previous_blend_0.25,361,9,9950,0.1793305264840922,0.1989150298282281,0.04988452301728995,0.9560065472849054,0.7168844221105528
previous_blend_0.25,363,6,7350,0.1476896836681782,0.19000659251758076,0.04612910987065257,0.7570531264533318,0.7427210884353741
previous_blend_0.25,370,0,15150,0.2764610432695315,0.258947108312604,0.07282336572531484,1.498287108534831,0.5679207920792079
previous_blend_0.25,372,5,11150,0.20001108427586237,0.22524384734630046,0.05545643182339164,1.0673389989906867,0.6533632286995515
previous_blend_0.25,373,8,12550,0.21211083788501775,0.22986408689306906,0.058518589158651504,1.1336643302432152,0.6319521912350597
previous_blend_0.25,378,7,11250,0.11351731850116785,0.155642880867592,0.03479359402944429,0.5858596653315092,0.8156444444444444
previous_blend_0.25,395,2,8950,0.16397039250998618,0.19154429442457355,0.04512552033455712,0.8770396255625607,0.7260335195530726
previous_blend_0.25,418,4,10150,0.20421053637791056,0.22268567995793806,0.06001133647170447,1.0694057358151468,0.6624630541871921
previous_blend_0.25,419,3,12750,0.17638299965252616,0.20186427573407498,0.05341015420970144,0.9142200723094743,0.7184313725490196
previous_blend_0.25,446,8,7050,0.1823772245672547,0.2288922556643175,0.061150575507479044,0.9097371189259084,0.6875177304964539
previous_blend_0.25,452,9,10350,0.1498038245828586,0.18100560247892156,0.0436453041044372,0.7867549474533868,0.751207729468599
previous_blend_0.5,64,3,7950,0.20394237009207597,0.22348419309828293,0.07448718980240093,0.9806734518301258,0.6698113207547169
previous_blend_0.5,71,9,11350,0.146536844715338,0.16934020025154323,0.042425573670106104,0.7712044709867296,0.7641409691629956
previous_blend_0.5,73,0,7850,0.2085482634418887,0.2177785344503815,0.05016957529621643,1.1588203923159222,0.6364331210191083
previous_blend_0.5,77,7,12750,0.17985027978669507,0.21470268081893448,0.06101848235018174,0.892841064405775,0.7173333333333334
previous_blend_0.5,80,4,9350,0.21647965099268876,0.23345231579581938,0.06274108953490692,1.13891101973938,0.6227807486631016
previous_blend_0.5,97,8,9050,0.13800359543452298,0.17797007891541805,0.04189359093749813,0.714663622416672,0.7649723756906077
previous_blend_0.5,99,6,8350,0.13555976341695652,0.18307956983621623,0.0482334872704538,0.6595174202959729,0.7675449101796408
previous_blend_0.5,105,5,8850,0.14334762479387758,0.19410887002849767,0.0466322593723345,0.7236398173231361,0.7506214689265537
previous_blend_0.5,108,1,11050,0.18925831620449463,0.20646843532467288,0.05107686129641465,1.0183470456529746,0.6784615384615384
previous_blend_0.5,112,2,11350,0.22428879656219491,0.23651480809826747,0.06886506199994172,1.1568312039357138,0.6577092511013216
previous_blend_0.5,154,7,9950,0.1363098977616948,0.17200347118593587,0.04315269959968458,0.6952530867337562,0.770251256281407
previous_blend_0.5,165,9,10050,0.1621019341087423,0.1869598363105552,0.0486374241344548,0.8428889939544671,0.7432835820895523
previous_blend_0.5,166,3,7950,0.214063295231885,0.2255146741727503,0.0644848677749792,1.1115338599733198,0.6382389937106918
previous_blend_0.5,180,6,8950,0.15100936353213032,0.19027273096703978,0.04689725878317379,0.7756819920258695,0.7522905027932961
previous_blend_0.5,186,5,9150,0.14360248648453092,0.1837239542947295,0.04404987506946103,0.7409181549749502,0.7506010928961748
previous_blend_0.5,188,1,10750,0.16707869127113537,0.19005375171789554,0.042723805919205576,0.9132080033827141,0.6893023255813954
previous_blend_0.5,204,4,12650,0.17973992992938376,0.2098778827893868,0.05860725949224543,0.906535952552214,0.7066403162055336
previous_blend_0.5,208,2,8350,0.17038958696770676,0.20216167079784159,0.05431751110030783,0.8668220421721003,0.7392814371257485
previous_blend_0.5,239,0,7650,0.16993877761469306,0.21283791012276768,0.06580780296678451,0.7947246255021446,0.7496732026143791
previous_blend_0.5,261,9,11850,0.15935185089079304,0.17792921735429837,0.04591759880363332,0.8399573634137513,0.7376371308016878
previous_blend_0.5,263,8,8350,0.17090832649680696,0.2149015070085268,0.0569510736275299,0.8546518437124692,0.7215568862275449
previous_blend_0.5,264,6,16650,0.254275151794172,0.25251892549783633,0.07132031004882336,1.3520042022662635,0.5953153153153153
previous_blend_0.5,272,2,7050,0.17108001483456312,0.1905283582384344,0.04032694483133211,0.9555984348539491,0.7062411347517731
previous_blend_0.5,275,1,10050,0.19257228704372645,0.21094899533584902,0.05829878149893978,0.9982133203124463,0.6753233830845771
previous_blend_0.5,278,5,8150,0.12206868798498853,0.16771904475853044,0.039139146528711935,0.619645936722648,0.7731288343558282
previous_blend_0.5,281,7,10350,0.10465814591005558,0.15425627250699775,0.04570208070927618,0.458394537114732,0.8485990338164251
previous_blend_0.5,282,3,8650,0.16716140644476385,0.19191220820070268,0.04326717735343335,0.9105267809927466,0.7077456647398844
previous_blend_0.5,315,0,7050,0.13648788768244627,0.1810499536375976,0.051990319146410585,0.6434732988986606,0.7801418439716312
previous_blend_0.5,336,4,13950,0.22768722203872716,0.23671480242464055,0.06439128293985688,1.207462856631949,0.6236559139784946
previous_blend_0.5,349,1,9250,0.18823599157982954,0.20538903802430344,0.06112459524841136,0.950904369568339,0.6842162162162162
previous_blend_0.5,361,9,9950,0.17867050773385304,0.19862355515958788,0.04993905948863653,0.9510591972051524,0.7181909547738693
previous_blend_0.5,363,6,7350,0.14645448651629872,0.18941334714328684,0.045910342880056375,0.7497193483337529,0.7448979591836735
previous_blend_0.5,370,0,15150,0.27635883811800693,0.2590839478741298,0.07283368807281952,1.4975097383891314,0.5681848184818482
previous_blend_0.5,372,5,11150,0.19977499426423975,0.22529306771666524,0.05568229671492614,1.0643311795601211,0.6539013452914798
previous_blend_0.5,373,8,12550,0.21283121985366188,0.23046249769312693,0.05882256659622196,1.1368831393983014,0.6329083665338645
previous_blend_0.5,378,7,11250,0.11426925428969564,0.15606875958397232,0.034991391379029284,0.5899364317536938,0.8153777777777778
previous_blend_0.5,395,2,8950,0.16404208337445433,0.19171024469133144,0.045434078565624474,0.8756901122274335,0.7254748603351955
previous_blend_0.5,418,4,10150,0.20410557664890971,0.22268434018156846,0.060040028760715486,1.068498863978075,0.6633497536945813
previous_blend_0.5,419,3,12750,0.17690247152924868,0.20246063885743096,0.05364972855785047,0.916418929357638,0.7174901960784313
previous_blend_0.5,446,8,7050,0.18299723822855732,0.22940013877039594,0.061512823335187435,0.9119037275887766,0.6886524822695036
previous_blend_0.5,452,9,10350,0.1497386490937646,0.1810871244851645,0.04387932850290286,0.784894572638935,0.7521739130434782
previous_blend_0.75,64,3,7950,0.2038462444686934,0.2234969356587185,0.07473657369039038,0.9785042691385114,0.6724528301886793
previous_blend_0.75,71,9,11350,0.14786871671755822,0.16997884244110684,0.04280008151767005,0.7782805279168873,0.762114537444934
previous_blend_0.75,73,0,7850,0.20848369921472187,0.2178211996691197,0.050319369841051204,1.157469675456746,0.6350318471337579
previous_blend_0.75,77,7,12750,0.18089447559633648,0.2152046532415984,0.06126333950009971,0.8986812921737571,0.7169411764705882
previous_blend_0.75,80,4,9350,0.21673483665141133,0.23356319445407056,0.06268506571864096,1.1410334622480336,0.6210695187165776
previous_blend_0.75,97,8,9050,0.13872049275488946,0.1782696282321918,0.04207006498511484,0.718623059373537,0.7624309392265194
previous_blend_0.75,99,6,8350,0.13582908878153302,0.18316199877777178,0.04812960882008204,0.662025968550239,0.7667065868263473
previous_blend_0.75,105,5,8850,0.1438261522092689,0.19451347747654052,0.046915960671144945,0.7252873014380125,0.751412429378531
previous_blend_0.75,108,1,11050,0.1893726997532294,0.20638465941900874,0.05103826113027562,1.0193793314909518,0.6781900452488688
previous_blend_0.75,112,2,11350,0.22459116459867073,0.23668833843277526,0.06905972437567241,1.1577798059366606,0.6577092511013216
previous_blend_0.75,154,7,9950,0.13692259840579232,0.1722142422604737,0.043378473500817284,0.6981873478356425,0.7704522613065327
previous_blend_0.75,165,9,10050,0.16281951071219333,0.18732200145513364,0.04884411622304282,0.8466718776470963,0.7414925373134328
previous_blend_0.75,166,3,7950,0.21376334596831278,0.22544494056358336,0.06468612748350724,1.1082266568771457,0.640251572327044
previous_blend_0.75,180,6,8950,0.15166002230572811,0.19078558810776278,0.047258211806304955,0.7780708853022669,0.7527374301675978
previous_blend_0.75,186,5,9150,0.14417877472476204,0.18411991062086072,0.04433542944465706,0.7432388464053917,0.7485245901639345
previous_blend_0.75,188,1,10750,0.16722602881312407,0.19010108917338217,0.042838184061229835,0.9135530973244892,0.689953488372093
previous_blend_0.75,204,4,12650,0.17973178493217914,0.20972701074442107,0.05847376945531403,0.9072798777933697,0.7077470355731226
previous_blend_0.75,208,2,8350,0.17042515464498612,0.20202959071099394,0.054583061688202546,0.8654777123856874,0.74
previous_blend_0.75,239,0,7650,0.17002990163382628,0.2127869279614211,0.06571637245361538,0.7959110767150912,0.7481045751633987
previous_blend_0.75,261,9,11850,0.1610860054731598,0.1788913727933922,0.04643441548460869,0.8489955454044665,0.7367932489451476
previous_blend_0.75,263,8,8350,0.17237362083777075,0.21542655692172696,0.056873670844745136,0.8653733207959244,0.72
previous_blend_0.75,264,6,16650,0.2558653607441548,0.25332054828630945,0.07143112015813372,1.362470804260281,0.5938738738738739
previous_blend_0.75,272,2,7050,0.17140117958686524,0.19064012183825157,0.04063956480652348,0.9559708682689156,0.7053900709219858
previous_blend_0.75,275,1,10050,0.19298909054410457,0.21105024882290466,0.05840348744187794,1.000502709157464,0.6758208955223881
previous_blend_0.75,278,5,8150,0.12196530439872906,0.16734501875850183,0.03892205084766941,0.6202248257050871,0.7739877300613497
previous_blend_0.75,281,7,10350,0.10519306728326681,0.154348775748394,0.04596088320032679,0.46058617178090694,0.84743961352657
previous_blend_0.75,282,3,8650,0.16715746052262395,0.19193361875322668,0.04341779768086041,0.9095954375732049,0.708092485549133
previous_blend_0.75,315,0,7050,0.1359786146687187,0.1807564056152298,0.05171524513170428,0.641558831890805,0.7802836879432624
previous_blend_0.75,336,4,13950,0.22917851762244693,0.23753213197211354,0.06465981877942992,1.216290710680549,0.6220071684587813
